GeneSymbol	infected_vs_uninfected	infected_vs_uninfected_6mice
Stom	n.s.	n.s.
Stoml1	n.s.	n.s.
Stoml2	n.s.	n.s.
Ston1	n.s.	n.s.
Ston2	n.s.	n.s.
Stox1	n.s.	n.s.
Stox2	n.s.	n.s.
Stpg1	n.s.	n.s.
Stra6l	n.s.	n.s.
Strada	n.s.	n.s.
Stradb	n.s.	n.s.
Strap	n.s.	n.s.
Strbp	n.s.	n.s.
Strc	n.s.	n.s.
Strip1	n.s.	n.s.
Strip2	n.s.	n.s.
Strn	n.s.	n.s.
Strn3	n.s.	n.s.
Strn4	n.s.	n.s.
Stt3a	n.s.	n.s.
Stt3b	n.s.	n.s.
Stub1	n.s.	n.s.
Stum	n.s.	n.s.
Stx11	n.s.	n.s.
Stx12	n.s.	n.s.
Stx16	n.s.	n.s.
Stx17	n.s.	n.s.
Stx18	n.s.	n.s.
Stx1a	n.s.	n.s.
Stx1b	n.s.	n.s.
Stx2	n.s.	n.s.
Stx3	n.s.	n.s.
Stx4a	n.s.	n.s.
Stx5a	n.s.	n.s.
Stx6	n.s.	n.s.
Stx7	n.s.	n.s.
Stx8	n.s.	n.s.
Stxbp1	n.s.	n.s.
Stxbp2	n.s.	n.s.
Stxbp3	n.s.	n.s.
Stxbp4	n.s.	n.s.
Stxbp5	n.s.	n.s.
Stxbp5l	n.s.	n.s.
Stxbp6	n.s.	n.s.
Styk1	n.s.	n.s.
Styx	n.s.	n.s.
Styxl1	n.s.	n.s.
Sub1	n.s.	n.s.
Sucla2	n.s.	n.s.
Suclg1	n.s.	n.s.
Suclg2	n.s.	n.s.
Suco	n.s.	n.s.
Suds3	n.s.	n.s.
Sufu	n.s.	n.s.
Sugct	n.s.	n.s.
Sugp1	n.s.	n.s.
Sugp2	n.s.	n.s.
Sugt1	n.s.	n.s.
Sulf1	n.s.	n.s.
Sulf2	n.s.	n.s.
Sult1a1	n.s.	n.s.
Sult1c2	n.s.	n.s.
Sult1d1	n.s.	n.s.
Sult2b1	n.s.	n.s.
Sult4a1	n.s.	n.s.
Sult6b1	n.s.	n.s.
Sumf1	n.s.	n.s.
Sumf2	n.s.	n.s.
Sumo1	n.s.	n.s.
Sumo2	n.s.	n.s.
Sumo3	n.s.	n.s.
Sun1	n.s.	n.s.
Sun2	n.s.	n.s.
Suox	n.s.	n.s.
Supt16	n.s.	n.s.
Supt20	n.s.	n.s.
Supt3	n.s.	n.s.
Supt4a,Supt4b	n.s.	n.s.
Supt5	n.s.	n.s.
Supt6	n.s.	n.s.
Supt7l	n.s.	n.s.
Supv3l1	n.s.	n.s.
Surf1	n.s.	n.s.
Surf2	n.s.	n.s.
Surf4	n.s.	n.s.
Surf6	n.s.	n.s.
Susd1	n.s.	n.s.
Susd2	n.s.	n.s.
Susd3	n.s.	n.s.
Susd4	n.s.	n.s.
Susd5	n.s.	n.s.
Susd6	n.s.	Up
Suv39h1	n.s.	n.s.
Suv39h2	n.s.	n.s.
Suz12	n.s.	n.s.
Sv2a	n.s.	n.s.
Sv2b	n.s.	n.s.
Sv2c	n.s.	n.s.
Svbp	n.s.	n.s.
Svep1	Down	Down
Svil	n.s.	n.s.
Svopl	n.s.	n.s.
Swap70	n.s.	n.s.
Swi5	n.s.	n.s.
Swsap1	n.s.	n.s.
Swt1	n.s.	n.s.
Syap1	n.s.	n.s.
Sybu	n.s.	n.s.
Syce2	n.s.	n.s.
Sycp2	n.s.	n.s.
Syde1	n.s.	n.s.
Syde2	n.s.	n.s.
Syf2	n.s.	n.s.
Syk	n.s.	n.s.
Sympk	n.s.	n.s.
Syn1	n.s.	n.s.
Syn2	n.s.	n.s.
Syn3	n.s.	n.s.
Syna	n.s.	n.s.
Sync	n.s.	n.s.
Syncrip	n.s.	n.s.
Syndig1	n.s.	n.s.
Syne1	n.s.	n.s.
Syne2	n.s.	n.s.
Syne3	n.s.	n.s.
Syne4	n.s.	n.s.
Syngap1	n.s.	n.s.
Syngr1	n.s.	n.s.
Syngr2	n.s.	n.s.
Syngr3	n.s.	n.s.
Syngr4	n.s.	n.s.
Synj1	n.s.	n.s.
Synj2	n.s.	n.s.
Synj2bp	n.s.	n.s.
Synm	n.s.	n.s.
Synpo	n.s.	n.s.
Synpo2	n.s.	n.s.
Synpo2l	Up	Up
Synpr	n.s.	n.s.
Synrg	n.s.	n.s.
Syp	n.s.	n.s.
Sypl	n.s.	n.s.
Sys1	n.s.	n.s.
Syt1	n.s.	n.s.
Syt10	n.s.	n.s.
Syt11	n.s.	n.s.
Syt13	n.s.	n.s.
Syt15	n.s.	n.s.
Syt16	n.s.	n.s.
Syt17	n.s.	n.s.
Syt2	n.s.	n.s.
Syt3	n.s.	n.s.
Syt4	n.s.	n.s.
Syt5	n.s.	n.s.
Syt7	n.s.	n.s.
Syt8	n.s.	n.s.
Sytl1	n.s.	n.s.
Sytl2	n.s.	n.s.
Sytl4	n.s.	n.s.
Sytl5	n.s.	n.s.
Syvn1	n.s.	n.s.
Szrd1	n.s.	n.s.
Szt2	n.s.	n.s.
Tab1	n.s.	n.s.
Tab2	n.s.	n.s.
Tab3	n.s.	n.s.
Tac4	n.s.	n.s.
Tacc1	n.s.	n.s.
Tacc2	n.s.	n.s.
Tacc3	n.s.	n.s.
Taco1	n.s.	n.s.
Tacr1	n.s.	n.s.
Tacr2	n.s.	n.s.
Tacr3	n.s.	n.s.
Tacstd2	n.s.	n.s.
Tada1	n.s.	n.s.
Tada2a	n.s.	n.s.
Tada2b	n.s.	n.s.
Tada3	n.s.	n.s.
Taf1	n.s.	n.s.
Taf10	n.s.	n.s.
Taf11	n.s.	n.s.
Taf12	n.s.	n.s.
Taf13	n.s.	n.s.
Taf15	n.s.	n.s.
Taf1a	n.s.	n.s.
Taf1b	n.s.	n.s.
Taf1c	n.s.	n.s.
Taf1d	n.s.	n.s.
Taf2	n.s.	n.s.
Taf3	n.s.	n.s.
Taf4	n.s.	n.s.
Taf4b	n.s.	n.s.
Taf5	n.s.	n.s.
Taf5l	n.s.	n.s.
Taf6	n.s.	n.s.
Taf7	n.s.	n.s.
Taf8	n.s.	n.s.
Taf9	n.s.	n.s.
Taf9,Ak6	n.s.	n.s.
Taf9b	n.s.	n.s.
Tagap	n.s.	n.s.
Tagap1	n.s.	n.s.
Tagln	n.s.	n.s.
Tagln2	n.s.	n.s.
Tagln3	n.s.	n.s.
Tal1	n.s.	n.s.
Taldo1	n.s.	n.s.
Tamm41	n.s.	n.s.
Tanc1	n.s.	n.s.
Tanc2	n.s.	n.s.
Tango2	n.s.	n.s.
Tango6	n.s.	n.s.
Tank	n.s.	n.s.
Taok1	n.s.	n.s.
Taok2	n.s.	n.s.
Taok3	n.s.	n.s.
Tap1	n.s.	n.s.
Tap2	n.s.	n.s.
Tapbp	n.s.	n.s.
Tapbpl	n.s.	n.s.
Tapt1	n.s.	n.s.
Tarbp1	n.s.	n.s.
Tarbp2	n.s.	n.s.
Tardbp	n.s.	n.s.
Tars	n.s.	n.s.
Tars2	n.s.	n.s.
Tarsl2	n.s.	n.s.
Tas1r1	n.s.	n.s.
Tas1r3	n.s.	n.s.
Tas2r126	n.s.	n.s.
Tasp1	n.s.	n.s.
Tatdn1	n.s.	n.s.
Tatdn2	n.s.	n.s.
Tatdn3	n.s.	n.s.
Tax1bp1	n.s.	n.s.
Tax1bp3	n.s.	n.s.
Taz	n.s.	n.s.
Tbata	n.s.	n.s.
Tbc1d1	n.s.	n.s.
Tbc1d10a	n.s.	n.s.
Tbc1d10b	n.s.	n.s.
Tbc1d10c	n.s.	n.s.
Tbc1d12	n.s.	n.s.
Tbc1d13	n.s.	n.s.
Tbc1d14	n.s.	n.s.
Tbc1d15	n.s.	n.s.
Tbc1d16	n.s.	n.s.
Tbc1d17	n.s.	n.s.
Tbc1d19	n.s.	n.s.
Tbc1d2	n.s.	n.s.
Tbc1d20	n.s.	n.s.
Tbc1d22a	n.s.	n.s.
Tbc1d22b	n.s.	n.s.
Tbc1d22bos	n.s.	n.s.
Tbc1d23	n.s.	n.s.
Tbc1d25	n.s.	n.s.
Tbc1d2b	n.s.	n.s.
Tbc1d30	n.s.	n.s.
Tbc1d31	n.s.	n.s.
Tbc1d32	n.s.	n.s.
Tbc1d4	n.s.	n.s.
Tbc1d5	n.s.	n.s.
Tbc1d7	n.s.	n.s.
Tbc1d8	n.s.	n.s.
Tbc1d8b	n.s.	n.s.
Tbc1d9	n.s.	n.s.
Tbc1d9b	n.s.	n.s.
Tbca	n.s.	n.s.
Tbcb	n.s.	n.s.
Tbcc	n.s.	n.s.
Tbccd1	n.s.	n.s.
Tbcd	n.s.	n.s.
Tbce	n.s.	n.s.
Tbcel	n.s.	n.s.
Tbck	n.s.	n.s.
Tbk1	n.s.	n.s.
Tbkbp1	n.s.	n.s.
Tbl1x	n.s.	n.s.
Tbl1xr1	n.s.	n.s.
Tbl2	n.s.	n.s.
Tbl3	n.s.	n.s.
Tbp	n.s.	n.s.
Tbpl1	n.s.	n.s.
Tbrg1	n.s.	n.s.
Tbrg4	n.s.	n.s.
Tbx1	n.s.	n.s.
Tbx18	n.s.	n.s.
Tbx2	n.s.	n.s.
Tbx20	n.s.	n.s.
Tbx3	n.s.	n.s.
Tbx3os2	n.s.	n.s.
Tbx4	n.s.	n.s.
Tbx5	n.s.	n.s.
Tbx6	n.s.	n.s.
Tbxa2r	n.s.	n.s.
Tbxas1	n.s.	n.s.
Tc2n	n.s.	n.s.
Tcaf1	n.s.	n.s.
Tcaf2	n.s.	n.s.
Tcaf3	n.s.	n.s.
Tcaim	n.s.	n.s.
Tcam1	n.s.	n.s.
Tcap	n.s.	n.s.
Tcea1	n.s.	n.s.
Tcea2	n.s.	n.s.
Tcea3	n.s.	n.s.
Tceal1	n.s.	n.s.
Tceal3	n.s.	n.s.
Tceal5	n.s.	n.s.
Tceal6	n.s.	n.s.
Tceal8	n.s.	n.s.
Tceal9	n.s.	n.s.
Tceanc	n.s.	n.s.
Tceanc2	n.s.	n.s.
Tcerg1	n.s.	n.s.
Tcerg1l	n.s.	n.s.
Tcf12	n.s.	n.s.
Tcf15	n.s.	n.s.
Tcf19	n.s.	n.s.
Tcf20	n.s.	n.s.
Tcf21	n.s.	n.s.
Tcf23	n.s.	n.s.
Tcf24	n.s.	n.s.
Tcf25	n.s.	n.s.
Tcf3	n.s.	n.s.
Tcf4	n.s.	n.s.
Tcf7	n.s.	n.s.
Tcf7l1	n.s.	n.s.
Tcf7l2	n.s.	n.s.
Tchh	n.s.	n.s.
Tchp	n.s.	n.s.
Tcim	n.s.	n.s.
Tcirg1	n.s.	n.s.
Tcn2	n.s.	n.s.
Tcof1	n.s.	n.s.
Tcp1	n.s.	n.s.
Tcp11	n.s.	n.s.
Tcp11l1	n.s.	n.s.
Tcp11l2	n.s.	n.s.
Tcp11x2	n.s.	n.s.
Tcta	n.s.	n.s.
Tcte2,2700054A10Rik	n.s.	n.s.
Tctex1d2	n.s.	n.s.
Tctex1d4	n.s.	n.s.
Tctn1	n.s.	n.s.
Tctn3	n.s.	n.s.
Tdg,Tdg-ps	n.s.	n.s.
Tdo2	n.s.	n.s.
Tdp1	n.s.	n.s.
Tdp2	n.s.	n.s.
Tdrd3	n.s.	n.s.
Tdrd7	n.s.	n.s.
Tdrkh	n.s.	n.s.
Tdrp	n.s.	n.s.
Tead1	n.s.	n.s.
Tead2	n.s.	n.s.
Tead3	n.s.	n.s.
Tead4	n.s.	n.s.
Tec	n.s.	n.s.
Tecpr1	n.s.	n.s.
Tecpr2	n.s.	n.s.
Tecr	n.s.	n.s.
Tecta	n.s.	n.s.
Tedc1	n.s.	n.s.
Tedc2	n.s.	n.s.
Teddm2	n.s.	n.s.
Tef	n.s.	n.s.
Tefm	n.s.	n.s.
Tek	n.s.	n.s.
Tekt2	n.s.	n.s.
Tekt3	n.s.	n.s.
Tekt5	n.s.	n.s.
Telo2	n.s.	n.s.
Ten1	n.s.	n.s.
Tenm1	n.s.	n.s.
Tenm2	n.s.	n.s.
Tenm3	n.s.	n.s.
Tenm4	n.s.	n.s.
Tep1	n.s.	n.s.
Tepp	n.s.	n.s.
Tepsin	n.s.	n.s.
Terb1	n.s.	n.s.
Terf1	n.s.	n.s.
Terf2	n.s.	n.s.
Terf2ip	n.s.	n.s.
Tert	n.s.	n.s.
Tes	n.s.	n.s.
Tesc	n.s.	n.s.
Tesk1	n.s.	n.s.
Tesk2	n.s.	n.s.
Tesmin	n.s.	n.s.
Tet1	n.s.	n.s.
Tet2	n.s.	n.s.
Tet3	n.s.	n.s.
Tex10	n.s.	n.s.
Tex14	n.s.	n.s.
Tex15	n.s.	n.s.
Tex2	n.s.	n.s.
Tex261	n.s.	n.s.
Tex264	n.s.	n.s.
Tex29	n.s.	n.s.
Tex30	n.s.	n.s.
Tex38	n.s.	n.s.
Tex9	n.s.	n.s.
Tfam	n.s.	n.s.
Tfap2a	n.s.	n.s.
Tfap2e	n.s.	n.s.
Tfap4	n.s.	n.s.
Tfb1m	n.s.	n.s.
Tfb2m	n.s.	n.s.
Tfcp2	n.s.	n.s.
Tfcp2l1	n.s.	n.s.
Tfdp1	n.s.	n.s.
Tfdp2	n.s.	n.s.
Tfe3	n.s.	n.s.
Tfeb	n.s.	n.s.
Tfec	n.s.	n.s.
Tff1	n.s.	n.s.
Tff2	n.s.	n.s.
Tfg	n.s.	n.s.
Tfip11	n.s.	n.s.
Tfpi	n.s.	n.s.
Tfpi2	n.s.	n.s.
Tfpt	n.s.	n.s.
Tfr2	n.s.	n.s.
Tfrc	n.s.	n.s.
Tg	n.s.	n.s.
Tgds	n.s.	n.s.
Tgfa	n.s.	n.s.
Tgfb1	n.s.	n.s.
Tgfb1i1	n.s.	n.s.
Tgfb2	n.s.	n.s.
Tgfb3	n.s.	n.s.
Tgfbi	n.s.	n.s.
Tgfbr1	n.s.	n.s.
Tgfbr2	n.s.	n.s.
Tgfbr3	n.s.	n.s.
Tgfbr3l	n.s.	n.s.
Tgfbrap1	n.s.	n.s.
Tgif1	n.s.	n.s.
Tgif2	n.s.	n.s.
Tgm1	n.s.	n.s.
Tgm2	n.s.	n.s.
Tgm3	n.s.	n.s.
Tgm4	n.s.	n.s.
Tgoln1,Tgoln2	n.s.	n.s.
Tgs1	n.s.	n.s.
Tgtp1	n.s.	n.s.
Tgtp2	n.s.	Up
Tha1	n.s.	n.s.
Thada	n.s.	n.s.
Thap1	n.s.	n.s.
Thap11	n.s.	n.s.
Thap12	n.s.	n.s.
Thap2	n.s.	n.s.
Thap3	n.s.	n.s.
Thap4	n.s.	n.s.
Thap7	n.s.	n.s.
Thbd	n.s.	n.s.
Thbs1	n.s.	n.s.
Thbs2	n.s.	n.s.
Thbs3	n.s.	n.s.
Thbs4	n.s.	n.s.
Them4	n.s.	n.s.
Them5	n.s.	n.s.
Them6	n.s.	n.s.
Them7	n.s.	n.s.
Themis	n.s.	n.s.
Themis2	n.s.	n.s.
Thg1l	n.s.	n.s.
Thnsl1	n.s.	n.s.
Thnsl2	n.s.	n.s.
Thoc1	n.s.	n.s.
Thoc2	n.s.	n.s.
Thoc3	n.s.	n.s.
Thoc5	n.s.	n.s.
Thoc6	n.s.	n.s.
Thoc7	n.s.	n.s.
Thop1	n.s.	n.s.
Thpo	n.s.	n.s.
Thra	n.s.	n.s.
Thrap3	n.s.	n.s.
Thrb	n.s.	n.s.
Thrsp	n.s.	n.s.
Thsd1	n.s.	n.s.
Thsd4	n.s.	n.s.
Thsd7a	n.s.	n.s.
Thtpa	n.s.	n.s.
Thumpd1	n.s.	n.s.
Thumpd2	n.s.	n.s.
Thumpd3	n.s.	n.s.
Thy1	n.s.	n.s.
Thyn1	n.s.	n.s.
Tia1	n.s.	n.s.
Tial1	n.s.	n.s.
Tiam1	n.s.	n.s.
Tiam2	n.s.	n.s.
Ticam1	n.s.	n.s.
Ticrr	n.s.	n.s.
Tie1	Up	n.s.
Tifa	n.s.	n.s.
Tifab	n.s.	n.s.
Tigar	n.s.	n.s.
Tigd2	n.s.	n.s.
Tigd3	n.s.	n.s.
Tigd4	n.s.	n.s.
Timd4	n.s.	n.s.
Timeless	n.s.	n.s.
Timm10	n.s.	n.s.
Timm10b	n.s.	n.s.
Timm13	n.s.	n.s.
Timm17a	n.s.	n.s.
Timm17b	n.s.	n.s.
Timm21	n.s.	n.s.
Timm22	n.s.	n.s.
Timm23	n.s.	n.s.
Timm29	n.s.	n.s.
Timm44	n.s.	n.s.
Timm50	n.s.	n.s.
Timm8a1	n.s.	n.s.
Timm8b	n.s.	n.s.
Timmdc1	n.s.	n.s.
Timp1	n.s.	n.s.
Timp2	n.s.	n.s.
Timp3	Up	Up
Timp4	n.s.	n.s.
Tinagl1	n.s.	n.s.
Tinf2	n.s.	n.s.
Tiparp	n.s.	n.s.
Tipin	n.s.	n.s.
Tiprl	n.s.	n.s.
Tirap	n.s.	n.s.
Tjap1	n.s.	n.s.
Tjp1	n.s.	n.s.
Tjp2	n.s.	n.s.
Tjp3	n.s.	n.s.
Tk1	n.s.	n.s.
Tk2	n.s.	n.s.
Tkfc	n.s.	n.s.
Tkt	n.s.	n.s.
Tlcd1	n.s.	n.s.
Tlcd2	n.s.	n.s.
Tldc1	n.s.	n.s.
Tldc2	n.s.	n.s.
Tle1	n.s.	n.s.
Tle2	n.s.	n.s.
Tle3	n.s.	n.s.
Tle4	n.s.	n.s.
Tle6	n.s.	n.s.
Tlk1	n.s.	n.s.
Tlk2	n.s.	n.s.
Tll1	n.s.	n.s.
Tln1	n.s.	n.s.
Tln2	n.s.	n.s.
Tlnrd1	n.s.	n.s.
Tlr1	n.s.	n.s.
Tlr11	n.s.	n.s.
Tlr12	n.s.	n.s.
Tlr13	n.s.	n.s.
Tlr2	n.s.	n.s.
Tlr3	n.s.	n.s.
Tlr4	n.s.	n.s.
Tlr5	n.s.	n.s.
Tlr6	n.s.	n.s.
Tlr7	n.s.	n.s.
Tlr8	n.s.	n.s.
Tlr9	n.s.	n.s.
Tlx1	n.s.	n.s.
Tm2d1	n.s.	n.s.
Tm2d2	n.s.	n.s.
Tm2d3	n.s.	n.s.
Tm4sf1	n.s.	n.s.
Tm6sf1	n.s.	n.s.
Tm6sf2	n.s.	n.s.
Tm7sf2	n.s.	n.s.
Tm7sf3	n.s.	n.s.
Tm9sf1	n.s.	n.s.
Tm9sf2	n.s.	n.s.
Tm9sf3	n.s.	n.s.
Tm9sf4	n.s.	n.s.
Tma16	n.s.	n.s.
Tma7	n.s.	n.s.
Tmbim1	n.s.	n.s.
Tmbim4	n.s.	n.s.
Tmbim6	n.s.	n.s.
Tmc3	n.s.	n.s.
Tmc4	n.s.	n.s.
Tmc5	n.s.	n.s.
Tmc6	n.s.	n.s.
Tmc7	n.s.	n.s.
Tmc8	n.s.	n.s.
Tmcc1	n.s.	n.s.
Tmcc2	n.s.	n.s.
Tmcc3	n.s.	n.s.
Tmco1	n.s.	n.s.
Tmco3	n.s.	n.s.
Tmco4	n.s.	n.s.
Tmco6	n.s.	n.s.
Tmed1	n.s.	n.s.
Tmed10	n.s.	n.s.
Tmed2,Gm10698	n.s.	n.s.
Tmed3	n.s.	n.s.
Tmed4	n.s.	n.s.
Tmed5	n.s.	n.s.
Tmed6	n.s.	n.s.
Tmed7	n.s.	n.s.
Tmed8	n.s.	n.s.
Tmed9	n.s.	n.s.
Tmeff1	n.s.	n.s.
Tmeff2	n.s.	n.s.
Tmem100	n.s.	n.s.
Tmem101	n.s.	n.s.
Tmem102	n.s.	n.s.
Tmem104	n.s.	n.s.
Tmem106a	n.s.	n.s.
Tmem106b	n.s.	n.s.
Tmem106c	n.s.	n.s.
Tmem107	n.s.	n.s.
Tmem108	n.s.	n.s.
Tmem109	n.s.	n.s.
Tmem11	n.s.	n.s.
Tmem110	n.s.	n.s.
Tmem115	n.s.	n.s.
Tmem119	n.s.	Down
Tmem120a	n.s.	n.s.
Tmem120b	n.s.	n.s.
Tmem121	n.s.	n.s.
Tmem123	n.s.	n.s.
Tmem126a	n.s.	n.s.
Tmem126b	n.s.	n.s.
Tmem127	n.s.	n.s.
Tmem128	n.s.	Down
Tmem129	n.s.	n.s.
Tmem131	n.s.	n.s.
Tmem131l	n.s.	n.s.
Tmem132a	n.s.	n.s.
Tmem132c	n.s.	n.s.
Tmem132e	n.s.	n.s.
Tmem135	n.s.	n.s.
Tmem136	n.s.	n.s.
Tmem138	n.s.	n.s.
Tmem139	n.s.	n.s.
Tmem140	n.s.	n.s.
Tmem141	n.s.	n.s.
Tmem143	n.s.	n.s.
Tmem147	n.s.	n.s.
Tmem14a	n.s.	n.s.
Tmem14c	n.s.	n.s.
Tmem150a	n.s.	n.s.
Tmem150b	n.s.	n.s.
Tmem150c	n.s.	n.s.
Tmem151a	n.s.	n.s.
Tmem151b	n.s.	n.s.
Tmem154	n.s.	n.s.
Tmem156	n.s.	n.s.
Tmem158	n.s.	n.s.
Tmem159	n.s.	n.s.
Tmem160	n.s.	n.s.
Tmem161a	n.s.	n.s.
Tmem161b	n.s.	n.s.
Tmem164	n.s.	n.s.
Tmem165	n.s.	n.s.
Tmem167	n.s.	n.s.
Tmem167b	n.s.	n.s.
Tmem168	n.s.	n.s.
Tmem169	n.s.	n.s.
Tmem17	n.s.	n.s.
Tmem170	n.s.	n.s.
Tmem170b	n.s.	n.s.
Tmem173	n.s.	n.s.
Tmem175	n.s.	n.s.
Tmem176a	n.s.	n.s.
Tmem176b	n.s.	n.s.
Tmem177	n.s.	n.s.
Tmem178	n.s.	n.s.
Tmem178b	n.s.	n.s.
Tmem179	n.s.	n.s.
Tmem179b,Taf6l	n.s.	n.s.
Tmem18	n.s.	n.s.
Tmem181a	n.s.	n.s.
Tmem183a	n.s.	n.s.
Tmem184a	n.s.	n.s.
Tmem184b	n.s.	n.s.
Tmem184c	n.s.	n.s.
Tmem185a	n.s.	n.s.
Tmem185b	n.s.	n.s.
Tmem186	n.s.	n.s.
Tmem189	n.s.	n.s.
Tmem19	n.s.	n.s.
Tmem192	n.s.	n.s.
Tmem196	n.s.	n.s.
Tmem198	n.s.	n.s.
Tmem198b	n.s.	n.s.
Tmem199	n.s.	n.s.
Tmem2	n.s.	n.s.
Tmem200a	n.s.	n.s.
Tmem200b	n.s.	n.s.
Tmem201	n.s.	n.s.
Tmem204	n.s.	n.s.
Tmem205	n.s.	n.s.
Tmem206	n.s.	n.s.
Tmem208	n.s.	n.s.
Tmem209	n.s.	n.s.
Tmem214	n.s.	n.s.
Tmem216	n.s.	n.s.
Tmem218	n.s.	n.s.
Tmem219	n.s.	n.s.
Tmem220	n.s.	n.s.
Tmem221	n.s.	n.s.
Tmem222	n.s.	n.s.
Tmem229a	n.s.	n.s.
Tmem229b	n.s.	n.s.
Tmem230	n.s.	n.s.
Tmem231	n.s.	n.s.
Tmem232	n.s.	n.s.
Tmem234	n.s.	n.s.
Tmem237	n.s.	n.s.
Tmem238	n.s.	n.s.
Tmem238l	n.s.	n.s.
Tmem240	n.s.	n.s.
Tmem241	n.s.	n.s.
Tmem242	n.s.	n.s.
Tmem243	n.s.	n.s.
Tmem245	n.s.	n.s.
Tmem246	n.s.	n.s.
Tmem248	n.s.	n.s.
Tmem25	n.s.	n.s.
Tmem251	n.s.	n.s.
Tmem252	n.s.	n.s.
Tmem253	n.s.	n.s.
Tmem255a	n.s.	n.s.
Tmem255b	n.s.	Up
Tmem256	n.s.	n.s.
Tmem258	n.s.	n.s.
Tmem259	n.s.	n.s.
Tmem26	n.s.	n.s.
Tmem260	n.s.	n.s.
Tmem263	n.s.	n.s.
Tmem267	n.s.	n.s.
Tmem268	n.s.	n.s.
Tmem269	n.s.	n.s.
Tmem29	n.s.	n.s.
Tmem30a	n.s.	n.s.
Tmem30b	n.s.	n.s.
Tmem33	n.s.	n.s.
Tmem35a	n.s.	n.s.
Tmem35b	n.s.	n.s.
Tmem37	n.s.	n.s.
Tmem38a	n.s.	n.s.
Tmem38b	n.s.	n.s.
Tmem39a	n.s.	n.s.
Tmem39b	n.s.	n.s.
Tmem41a	n.s.	n.s.
Tmem41b	n.s.	n.s.
Tmem42	n.s.	n.s.
Tmem43	n.s.	n.s.
Tmem44	n.s.	n.s.
Tmem45a	n.s.	n.s.
Tmem45b	n.s.	n.s.
Tmem47	n.s.	n.s.
Tmem5	n.s.	n.s.
Tmem50a	n.s.	n.s.
Tmem50b	n.s.	n.s.
Tmem51	n.s.	n.s.
Tmem51os1	n.s.	n.s.
Tmem53	n.s.	n.s.
Tmem54	n.s.	n.s.
Tmem55a	n.s.	n.s.
Tmem55b	n.s.	n.s.
Tmem56	n.s.	n.s.
Tmem57	n.s.	n.s.
Tmem59	n.s.	n.s.
Tmem60	n.s.	n.s.
Tmem62	n.s.	n.s.
Tmem63a	n.s.	n.s.
Tmem63b	n.s.	n.s.
Tmem64	n.s.	n.s.
Tmem65	n.s.	n.s.
Tmem67	n.s.	n.s.
Tmem68	n.s.	n.s.
Tmem69	n.s.	n.s.
Tmem70	n.s.	n.s.
Tmem71	n.s.	n.s.
Tmem74	n.s.	n.s.
Tmem74b	n.s.	n.s.
Tmem79	n.s.	n.s.
Tmem8	n.s.	n.s.
Tmem80	n.s.	n.s.
Tmem82	n.s.	n.s.
Tmem86a	n.s.	n.s.
Tmem86b	n.s.	n.s.
Tmem87a	n.s.	n.s.
Tmem87b	n.s.	n.s.
Tmem88	n.s.	n.s.
Tmem88b	n.s.	n.s.
Tmem8b	n.s.	n.s.
Tmem9	n.s.	n.s.
Tmem91	n.s.	n.s.
Tmem94	n.s.	n.s.
Tmem95	n.s.	n.s.
Tmem97	n.s.	n.s.
Tmem98	n.s.	n.s.
Tmem9b	n.s.	n.s.
Tmf1	n.s.	n.s.
Tmie	n.s.	n.s.
Tmlhe	n.s.	n.s.
Tmod1	n.s.	n.s.
Tmod2	n.s.	n.s.
Tmod3	n.s.	n.s.
Tmpo	n.s.	n.s.
Tmppe	n.s.	n.s.
Tmprss2	n.s.	n.s.
Tmprss3	n.s.	n.s.
Tmprss4	n.s.	n.s.
Tmprss6	n.s.	n.s.
Tmprss7	n.s.	n.s.
Tmprss9	n.s.	n.s.
Tmsb10	n.s.	n.s.
Tmsb4x	n.s.	n.s.
Tmtc1	n.s.	n.s.
Tmtc2	n.s.	n.s.
Tmtc3	n.s.	n.s.
Tmtc4	n.s.	n.s.
Tmub1	n.s.	n.s.
Tmub2	n.s.	n.s.
Tmx1	n.s.	n.s.
Tmx2	n.s.	n.s.
Tmx3	n.s.	n.s.
Tmx4	n.s.	n.s.
Tnc	n.s.	n.s.
Tnf	n.s.	n.s.
Tnfaip1	n.s.	n.s.
Tnfaip2	n.s.	n.s.
Tnfaip3	n.s.	n.s.
Tnfaip6	n.s.	n.s.
Tnfaip8	n.s.	n.s.
Tnfaip8l1	n.s.	n.s.
Tnfaip8l2	n.s.	n.s.
Tnfrsf10b	n.s.	n.s.
Tnfrsf11a	n.s.	n.s.
Tnfrsf11b	n.s.	n.s.
Tnfrsf12a	n.s.	n.s.
Tnfrsf13b	n.s.	n.s.
Tnfrsf14	n.s.	n.s.
Tnfrsf18	n.s.	n.s.
Tnfrsf19	n.s.	n.s.
Tnfrsf1a	n.s.	n.s.
Tnfrsf1b	n.s.	n.s.
Tnfrsf21	n.s.	n.s.
Tnfrsf22	n.s.	n.s.
Tnfrsf23	n.s.	n.s.
Tnfrsf25	n.s.	n.s.
Tnfrsf26	n.s.	n.s.
Tnfrsf9	n.s.	n.s.
Tnfsf10	n.s.	n.s.
Tnfsf12	n.s.	n.s.
Tnfsf13	n.s.	n.s.
Tnfsf13b	n.s.	n.s.
Tnfsf18	n.s.	n.s.
Tnfsf4	n.s.	n.s.
Tnfsf8	n.s.	n.s.
Tnfsf9	n.s.	n.s.
Tnfsfm13	n.s.	n.s.
